CH1,CH2,CH3,CH4,Timestamp
27.307355685789396,16.142147283569184,3.1682312969523556,-17.255936029856215,1731588295.8001728
208.55165976965185,107.86559852403974,-2.159700892493933,-130.84755743437583,1731588295.8001747
762.8027459307212,345.20734849291745,-92.44861104629408,-453.68861794670227,1731588295.8001764
1802.2974292441918,724.9697984275884,-374.28514173467204,-981.3908824578068,1731588295.8001769
-16.12104262532222,-0.7982932914530694,17.583633814361853,34.50465810379126,1731588295.8143668
-100.69157705862665,-4.986117358530637,109.82688032897012,215.51512027405363,1731588295.8143687
4.7174667011535805,6.67797433654886,8.948068122464162,-1.1761817905013099,1731588295.8153708
29.465163817294773,41.7104391528585,55.88938084337657,-7.346398253869075,1731588295.815372
-7.512337407564844,4.082485092476663,17.05363828746763,43.580582083166355,1731588295.8211308
-46.92184733610553,25.499086618263448,106.51654323246174,272.2030851896739,1731588295.8211343
-8.98674720523235,1.310791138044036,13.301767259549194,27.149953307327184,1731588295.823419
-56.13096930223918,8.187164437913514,83.08246272651016,169.57784177611214,1731588295.8234239
-6.133704386260499,-3.0185033396792273,-0.22040937637726696,-0.12908376430021448,1731588295.8275006
-38.31094441086999,-18.85348663191428,-1.3766707415731945,-0.8062535471270644,1731588295.8275025
25.83471100499397,0.9055816995845092,-28.521679349573013,-53.56853427592886,1731588295.8322005
161.36287549172744,5.656237726421441,-178.14560390516738,-334.58755257491066,1731588295.8322024
3.8600803665948997,6.705602252807464,8.72581688500606,-3.6694477444166718,1731588295.8378136
24.109952980024048,41.883002337732954,54.5012058894976,-22.919267004428626,1731588295.8378315
-7.6756490903379255,4.174885123519328,17.55324310647739,43.94174034403578,1731588295.8411715
-47.94188749558565,26.076214603232472,109.6370608256082,274.45886948972725,1731588295.8411808
-9.041389084054922,1.1781771400027363,13.084274163224517,26.795702025522413,1731588295.8442636
-56.47226093454644,7.358861150516107,81.72400698780399,167.36519827227738,1731588295.8442693
-5.949978743140782,-2.920424236961183,-0.18894424952719005,-0.13353492858632293,1731588295.8474095
-37.16339923145484,-18.240887325609954,-1.1801404476883932,-0.8340553935790608,1731588295.847411
26.00968780796513,0.9912282399861819,-28.49681422494027,-53.33200861507048,1731588295.8528104
162.45577566259902,6.191183599532265,-177.99029703878034,-333.11021997551313,1731588295.8528173
3.9876292466554553,6.8314627602077715,8.916142530343109,-3.4800430296215747,1731588295.8569195
24.9066196835278,42.66912351327216,55.68997449641053,-21.736250503678164,1731588295.8569236
-48.559132592972965,1.6744819579038273,60.23875744707987,130.00968321286405,1731588295.8630865
-385.0321706561551,5.088360574512027,460.9906903580578,983.3736355161554,1731588295.8630908
-1447.2117111737496,-4.492492172778805,1684.817870122281,3556.74405996913,1731588295.863119
-3477.7002655086303,-49.94432848026602,3969.5587951635944,8310.455502342935,1731588295.8631198
1.5980447229216892,-9.527256689147206,-24.27158489845775,-45.75420839481818,1731588295.8734744
25.163956621496247,-72.52110623105135,-199.46070120748217,-376.59076612908177,1731588295.8734777
158.36443390124677,-260.3626878967847,-794.6047133504043,-1501.445497718652,1731588295.8735545
546.920966878894,-597.7435632061607,-2037.8260937243363,-3851.397940040219,1731588295.873556
3.7185640399813833,6.124188103987506,8.111556213523095,-3.9042850326148066,1731588295.874757
23.22604599972265,38.251505980485994,50.66455107912212,-24.386054075861534,1731588295.8747585
-48.435958132986684,1.4199981514773516,60.110210892265535,129.95358319401672,1731588295.8795245
-384.8680313114101,2.8278105167094116,459.7931734689843,982.3004593954145,1731588295.8795283
-1449.3253714325788,-13.886065868574043,1679.6683767687632,3550.5580790630547,1731588295.8838532
-3488.1517005096493,-74.43432564965528,3955.816089016451,8291.279841064108,1731588295.8838563
-5.786513571944041,-2.882052131046455,-0.2647675308146924,-0.32186522441580756,1731588295.8875468
-36.14240038761429,-18.001216235506536,-1.6537305217327432,-2.0103611038066256,1731588295.8875504
27.13767423343447,1.7097075511335476,-28.295590901523436,-52.959338722426644,1731588295.891592
169.50114702727902,10.678785090628624,-176.733461842278,-330.7825343484288,1731588295.8915975
3.051349862336094,5.798485668983296,7.821309604384092,-4.7702667188983865,1731588295.8952143
19.058645085004454,36.217177767688206,48.85167895357988,-29.794951237315423,1731588295.8952184
-6.781885999372083,4.622764343756032,17.639350112150037,44.083103182225635,1731588295.899459
-42.3594684648969,28.87365556691954,110.17488275180025,275.34181778566824,1731588295.8994625
-9.469161320792308,0.7754235163217521,12.76931591787643,26.002627340476817,1731588295.9039955
-59.14411424701932,4.843273388790656,79.75678668023517,162.41167618201996,1731588295.9040031
-5.736783322678553,-2.89540562390478,-0.28333963007742075,-0.37942338328789943,1731588295.9104712
-35.83178665484027,-18.084621774862523,-1.7697313293427963,-2.3698677389617493,1731588295.9104743
27.626381374364446,1.9717122903193098,-28.275790894871438,-52.86785962192593,1731588295.9139419
172.55359803083613,12.315259293854744,-176.60979155978467,-330.21115846962226,1731588295.913944
2.940838197301678,5.604476301478432,7.517095548692129,-4.8867644324555,1731588295.9152732
18.368392345506617,35.00540073612534,46.95156655123999,-30.522592666869393,1731588295.9152744
-6.847579044698097,4.712248094749177,17.938652538284916,44.45592656329313,1731588295.919497
-42.76978537115395,29.432568549040703,112.04431725460694,277.67046209711305,1731588295.9194992
-21.20913270680726,-4.825062086144618,12.40237625971586,28.022228018980776,1731588295.9310677
-155.96355891396144,-41.15797734954029,77.05456621669141,179.80229776376092,1731588295.9310691
-548.1341858415493,-173.6671741035659,199.5964136735507,499.6452409089013,1731588295.9310794
-1240.8940260366498,-488.5134573998237,220.1441697559808,702.9259906193032,1731588295.9310799
-2032.8908596380675,-1031.3777519728806,-200.04542441392294,127.775875684026,1731588295.9310808
-2543.054654564378,-1736.4512307746281,-1337.3067834707035,-1798.9820506433612,1731588295.931081
-4.053168803563951,4.056699037301966,20.450081288999918,61.98722082519036,1731588295.9432623
-39.297852370247696,23.49217586279188,155.02987670189128,521.6947460213597,1731588295.943265
-220.3540977823583,62.48979337742283,624.4347492189157,2202.652267607838,1731588295.943282
-854.151443312332,97.63815019025006,1803.0134661265129,6267.873404695986,1731588295.9432864
-2379.125109600724,80.73392435032207,4082.2929880981974,13503.679427522458,1731588295.943288
-4951.913116875971,-25.833607107130888,7454.711708567965,23339.309462365163,1731588295.9432888
-5.713913547553375,-2.9394568014948876,-0.4072047879701624,-0.6006002017803912,1731588295.9488325
-35.68894268513863,-18.359764186301245,-2.5433896081966227,-3.7513319023178395,1731588295.9488366
28.495432829121203,2.558038068696352,-28.082855946332185,-52.64038977806342,1731588295.9535236
177.9816688794983,15.977433550634942,-175.40472531874465,-328.7903882474892,1731588295.9535265
2.519512474357965,4.820610921852369,6.563778949346629,-6.004620621963354,1731588295.9554317
15.736803776171108,30.10939970749276,40.99717798871073,-37.50469086376211,1731588295.9554355
-6.57498360427987,4.819689991310415,17.930057186560017,44.496600995562744,1731588295.9599233
-41.067161947059276,30.103647601330273,111.99063093042375,277.9245134526227,1731588295.9599257
